demo/imgs/chroma1_hd_000131151_fake.jpg	mean=2.846197	num_crops=4	poly=(75.00,369.00);(394.00,369.00);(394.00,465.00);(75.00,465.00)	score=1.194774	poly=(96.00,303.00);(403.00,307.00);(402.00,390.00);(95.00,386.00)	score=2.388323	poly=(0.00,13.00);(512.00,13.00);(512.00,321.00);(0.00,321.00)	score=3.854559	poly=(14.00,5.00);(223.00,5.00);(223.00,54.00);(14.00,54.00)	score=3.947133
demo/imgs/chroma1_hd_000131242_fake.jpg	mean=3.868519	num_crops=2	poly=(275.00,301.00);(322.00,301.00);(322.00,328.00);(275.00,328.00)	score=3.610235	poly=(168.00,300.00);(258.00,300.00);(258.00,329.00);(168.00,329.00)	score=4.126803
demo/imgs/chroma1_hd_000132660_fake.jpg	mean=3.114651	num_crops=8	poly=(327.00,495.00);(444.00,495.00);(444.00,508.00);(327.00,508.00)	score=2.729993	poly=(48.00,495.00);(205.00,494.00);(205.00,507.00);(48.00,508.00)	score=2.586883	poly=(360.00,476.00);(414.00,476.00);(414.00,493.00);(360.00,493.00)	score=3.710254	poly=(75.00,477.00);(178.00,477.00);(178.00,490.00);(75.00,490.00)	score=3.688124	poly=(270.00,236.00);(494.00,235.00);(494.00,248.00);(270.00,249.00)	score=2.502971	poly=(18.00,237.00);(234.00,237.00);(234.00,247.00);(18.00,247.00)	score=2.400830	poly=(340.00,218.00);(429.00,218.00);(429.00,232.00);(340.00,232.00)	score=3.752130	poly=(77.00,217.00);(179.00,217.00);(179.00,231.00);(77.00,231.00)	score=3.546024
